indoor_temp,indoor_humidity,outdoor_temp,outdoor_humidity,indoor_heat_index,outdoor_heat_index,dew_point,temp_discrepancy,humidity_discrepancy,heat_stress_risk,comfort_status,projected_temp_4h
28.03,41.91,35.04,62.39,27.82,46.36,13.87,7.01,20.48,0,Optimal Thermal Comfort,34.45
26.81,52.47,28.99,66.47,27.38,32.07,16.26,2.18,14.0,0,Optimal Thermal Comfort,31.82
26.09,52.39,34.23,60.95,26.12,43.23,15.57,8.14,8.56,0,Optimal Thermal Comfort,30.65
23.55,50.25,23.73,56.97,23.27,23.65,12.59,0.18,6.72,0,Optimal Thermal Comfort,26.88
24.81,72.37,30.01,81.44,25.24,38.11,19.49,5.2,9.07,0,Optimal Thermal Comfort,29.42
29.87,59.58,35.16,64.24,32.51,47.71,21.13,5.29,4.66,1,High Heat Stress Risk,34.62
28.9,58.69,31.27,51.41,30.67,33.37,19.98,2.37,-7.28,1,High Heat Stress Risk,34.86
23.29,36.95,28.46,60.77,22.64,30.25,7.75,5.17,23.82,0,Optimal Thermal Comfort,27.67
27.38,69.94,34.52,79.61,29.51,54.18,21.4,7.14,9.67,0,Optimal Thermal Comfort,30.53
29.86,46.51,28.96,58.0,30.34,30.67,17.14,-0.9,11.49,1,High Heat Stress Risk,34.46
20.66,62.75,26.01,70.81,20.42,26.52,13.3,5.35,8.06,0,Optimal Thermal Comfort,24.3
29.06,65.47,27.53,68.45,32.04,29.62,21.91,-1.53,2.98,1,High Heat Stress Risk,33.13
24.48,79.01,26.46,86.11,25.05,28.98,20.59,1.98,7.1,1,High Heat Stress Risk,28.17
29.17,45.64,37.12,42.14,29.36,42.37,16.22,7.95,-3.5,1,High Heat Stress Risk,35.34
24.1,24.26,26.96,49.83,23.2,27.37,2.41,2.86,25.57,0,Optimal Thermal Comfort,28.98
20.14,64.3,21.64,63.54,19.89,21.52,13.18,1.5,-0.76,0,Optimal Thermal Comfort,23.6
20.82,84.51,24.56,85.27,21.16,25.3,18.11,3.74,0.76,1,High Heat Stress Risk,24.25
27.18,77.49,36.14,82.68,29.89,63.93,22.89,8.96,5.19,1,High Heat Stress Risk,32.57
27.99,64.62,27.97,82.78,29.97,32.46,20.69,-0.02,18.16,0,Optimal Thermal Comfort,32.2
23.56,55.85,25.35,64.46,23.43,25.62,14.22,1.79,8.61,0,Optimal Thermal Comfort,26.76
29.43,72.09,37.07,71.32,34.14,59.49,23.86,7.64,-0.77,1,High Heat Stress Risk,35.42
20.69,49.83,29.16,67.74,20.12,32.65,9.84,8.47,17.91,0,Optimal Thermal Comfort,25.41
26.75,67.95,30.71,81.94,28.3,40.57,20.33,3.96,13.99,0,Optimal Thermal Comfort,32.51
22.4,68.32,23.75,80.86,22.48,24.29,16.27,1.35,12.54,0,Optimal Thermal Comfort,26.9
24.52,75.25,33.54,89.12,24.99,55.61,19.84,9.02,13.87,1,High Heat Stress Risk,29.04
27.18,96.5,35.05,99.0,32.05,71.17,26.57,7.87,2.5,1,High Heat Stress Risk,33.05
23.73,66.91,29.49,91.79,23.91,39.34,17.21,5.76,24.88,0,Optimal Thermal Comfort,27.44
25.54,55.64,27.87,58.99,25.6,29.15,16.0,2.33,3.35,0,Optimal Thermal Comfort,30.24
30.82,61.68,34.91,82.36,34.88,57.72,22.59,4.09,20.68,1,High Heat Stress Risk,35.67
24.81,39.89,28.64,51.26,24.39,29.34,10.24,3.83,11.37,0,Optimal Thermal Comfort,28.34
30.18,53.32,35.14,65.56,31.89,48.35,19.62,4.96,12.24,1,High Heat Stress Risk,35.66
22.71,56.88,30.24,52.69,22.52,31.87,13.71,7.53,-4.19,0,Optimal Thermal Comfort,25.24
29.01,55.45,35.24,62.67,30.38,47.14,19.17,6.23,7.22,1,High Heat Stress Risk,32.98
32.48,63.9,34.2,66.31,39.55,45.63,24.74,1.72,2.41,1,High Heat Stress Risk,37.48
17.61,51.72,24.97,66.43,16.78,25.26,7.55,7.36,14.71,0,Optimal Thermal Comfort,21.42
23.97,76.01,28.89,92.55,24.41,37.32,19.47,4.92,16.54,1,High Heat Stress Risk,28.03
29.19,62.0,34.97,54.94,31.69,42.64,21.15,5.78,-7.06,1,High Heat Stress Risk,33.25
26.23,61.88,33.8,70.22,26.52,46.21,18.33,7.57,8.34,0,Optimal Thermal Comfort,30.69
28.41,57.9,30.05,74.82,29.81,36.39,19.31,1.64,16.92,0,Optimal Thermal Comfort,33.21
24.7,63.94,28.82,71.04,24.9,32.52,17.41,4.12,7.1,0,Optimal Thermal Comfort,29.46
27.33,72.31,30.31,86.28,29.66,40.64,21.9,2.98,13.97,0,Optimal Thermal Comfort,31.86
26.41,51.16,27.0,62.29,26.44,28.25,15.49,0.59,11.13,0,Optimal Thermal Comfort,31.33
31.44,53.77,36.44,64.84,34.22,52.5,20.92,5.0,11.07,1,High Heat Stress Risk,37.2
27.97,58.2,37.94,64.67,29.21,58.1,18.98,9.97,6.47,0,Optimal Thermal Comfort,33.1
28.28,45.18,28.25,44.55,28.33,28.24,15.26,-0.03,-0.63,0,Optimal Thermal Comfort,32.31
25.43,51.76,29.56,51.85,25.38,30.68,14.77,4.13,0.09,0,Optimal Thermal Comfort,28.81
25.15,56.05,30.82,69.87,25.18,37.08,15.75,5.67,13.82,0,Optimal Thermal Comfort,29.69
25.36,72.93,29.84,81.58,25.86,37.62,20.14,4.48,8.65,0,Optimal Thermal Comfort,30.67
28.5,65.28,32.44,72.74,30.95,42.83,21.34,3.94,7.46,1,High Heat Stress Risk,33.88
25.4,64.42,26.61,69.74,25.68,28.2,18.19,1.21,5.32,0,Optimal Thermal Comfort,30.44
28.1,72.64,32.84,78.85,31.23,46.96,22.71,4.74,6.21,1,High Heat Stress Risk,32.8
34.89,60.28,37.35,76.63,44.86,64.99,26.03,2.46,16.35,1,High Heat Stress Risk,41.5
30.31,66.88,29.47,72.87,35.02,34.4,23.45,-0.84,5.99,1,High Heat Stress Risk,34.59
25.76,60.71,32.71,59.15,25.98,38.5,17.58,6.95,-1.56,0,Optimal Thermal Comfort,31.77
31.56,65.32,37.97,79.39,37.63,70.55,24.24,6.41,14.07,1,High Heat Stress Risk,37.24
25.45,54.72,29.77,61.68,25.48,32.72,15.66,4.32,6.96,0,Optimal Thermal Comfort,30.45
19.26,31.51,23.98,40.25,18.06,23.48,1.94,4.72,8.74,0,Optimal Thermal Comfort,23.96
23.17,60.32,29.84,80.88,23.12,37.42,15.05,6.67,20.56,0,Optimal Thermal Comfort,27.5
19.89,79.78,24.61,88.13,20.02,25.43,16.29,4.72,8.35,1,High Heat Stress Risk,23.75
25.66,73.58,31.94,84.25,26.2,46.0,20.58,6.28,10.67,0,Optimal Thermal Comfort,31.42
27.07,74.07,30.59,73.73,29.34,37.58,22.04,3.52,-0.34,0,Optimal Thermal Comfort,31.56
33.37,77.45,40.59,84.3,48.28,91.3,28.87,7.22,6.85,1,High Heat Stress Risk,38.47
28.24,63.11,33.18,76.18,30.2,46.93,20.54,4.94,13.07,1,High Heat Stress Risk,34.82
26.17,64.47,30.81,61.3,26.53,34.76,18.93,4.64,-3.17,0,Optimal Thermal Comfort,30.44
30.15,54.28,31.43,64.29,32.01,36.99,19.88,1.28,10.01,1,High Heat Stress Risk,34.98
18.6,58.05,23.46,67.31,18.03,23.62,10.18,4.86,9.26,0,Optimal Thermal Comfort,22.99
27.9,69.7,30.18,78.51,30.44,37.79,21.84,2.28,8.81,1,High Heat Stress Risk,31.97
29.93,77.05,32.66,93.33,36.65,53.8,25.46,2.73,16.28,1,High Heat Stress Risk,34.07
21.38,60.26,23.71,71.27,21.15,24.0,13.35,2.33,11.01,0,Optimal Thermal Comfort,25.13
31.35,56.37,33.09,75.96,34.67,46.49,21.61,1.74,19.59,1,High Heat Stress Risk,34.97
28.29,62.01,37.37,63.05,30.14,54.75,20.3,9.08,1.04,1,High Heat Stress Risk,33.68
25.42,69.52,32.68,79.03,25.83,46.44,19.43,7.26,9.51,0,Optimal Thermal Comfort,30.51
29.4,43.95,38.02,53.09,29.44,50.5,15.84,8.62,9.14,1,High Heat Stress Risk,34.9
35.63,33.3,37.02,33.78,36.42,38.97,16.98,1.39,0.48,1,High Heat Stress Risk,40.03
27.69,55.12,32.05,70.79,28.54,40.85,17.85,4.36,15.67,0,Optimal Thermal Comfort,33.69
27.94,46.74,29.17,72.68,28.11,33.64,15.48,1.23,25.94,0,Optimal Thermal Comfort,32.39
25.25,55.65,27.85,64.02,25.28,29.67,15.74,2.6,8.37,0,Optimal Thermal Comfort,30.5
23.77,60.15,25.86,72.44,23.77,26.39,15.57,2.09,12.29,0,Optimal Thermal Comfort,27.45
30.16,56.33,37.21,65.47,32.41,55.82,20.49,7.05,9.14,1,High Heat Stress Risk,35.08
23.75,80.16,27.04,83.3,24.27,30.15,20.12,3.29,3.14,1,High Heat Stress Risk,28.01
27.27,66.08,33.93,60.93,28.95,42.37,20.37,6.66,-5.15,0,Optimal Thermal Comfort,32.2
25.18,65.76,30.77,68.96,25.47,36.69,18.31,5.59,3.2,0,Optimal Thermal Comfort,28.91
28.82,69.78,38.32,67.84,32.3,62.16,22.74,9.5,-1.94,1,High Heat Stress Risk,35.67
28.27,47.76,29.07,69.05,28.55,32.7,16.12,0.8,21.29,0,Optimal Thermal Comfort,32.16
30.94,74.99,38.04,82.63,38.99,74.0,25.97,7.1,7.64,1,High Heat Stress Risk,35.27
25.06,61.05,31.9,66.96,25.22,39.06,17.01,6.84,5.91,0,Optimal Thermal Comfort,30.84
25.97,70.38,27.94,85.55,26.46,32.82,20.15,1.97,15.17,0,Optimal Thermal Comfort,29.78
23.28,48.6,29.8,48.69,22.93,30.56,11.83,6.52,0.09,0,Optimal Thermal Comfort,27.29
25.31,42.58,30.28,45.33,25.01,30.74,11.67,4.97,2.75,0,Optimal Thermal Comfort,28.53
28.43,72.22,32.11,81.23,31.87,45.31,22.93,3.68,9.01,1,High Heat Stress Risk,34.55
29.88,66.71,32.18,82.92,34.0,46.34,23.0,2.3,16.21,1,High Heat Stress Risk,33.74
23.5,50.72,26.04,62.99,23.23,26.34,12.68,2.54,12.27,0,Optimal Thermal Comfort,27.45
30.3,51.13,39.22,61.49,31.69,60.74,19.06,8.92,10.36,1,High Heat Stress Risk,36.87
32.15,76.07,36.35,85.15,43.24,67.03,27.38,4.2,9.08,1,High Heat Stress Risk,37.92
28.57,47.13,34.57,58.63,28.82,43.17,16.18,6.0,11.5,0,Optimal Thermal Comfort,33.71
34.13,82.53,36.51,92.55,54.28,74.49,30.72,2.38,10.02,1,High Heat Stress Risk,38.33
24.06,50.74,26.47,51.52,23.85,26.52,13.21,2.41,0.78,0,Optimal Thermal Comfort,27.42
22.27,69.98,28.96,78.83,22.38,34.38,16.52,6.69,8.85,0,Optimal Thermal Comfort,26.75
20.24,57.89,21.34,58.34,19.83,21.05,11.67,1.1,0.45,0,Optimal Thermal Comfort,22.85
32.68,69.54,35.93,78.65,42.28,59.84,26.36,3.25,9.11,1,High Heat Stress Risk,38.22
29.49,55.2,33.76,60.09,31.09,41.56,19.54,4.27,4.89,1,High Heat Stress Risk,35.07
26.79,59.97,31.24,87.51,27.82,44.63,18.35,4.45,27.54,0,Optimal Thermal Comfort,32.2
28.06,62.51,31.85,70.71,29.83,40.23,20.21,3.79,8.2,0,Optimal Thermal Comfort,31.92
22.72,49.47,27.83,47.44,22.34,28.05,11.59,5.11,-2.03,0,Optimal Thermal Comfort,28.54
36.29,71.26,42.09,78.75,56.16,93.79,30.23,5.8,7.49,1,High Heat Stress Risk,43.18
27.49,55.58,33.38,67.98,28.34,43.79,17.8,5.89,12.4,0,Optimal Thermal Comfort,32.5
27.42,59.14,29.35,80.19,28.55,35.78,18.72,1.93,21.05,0,Optimal Thermal Comfort,32.64
29.76,49.57,33.3,53.65,30.64,38.05,18.07,3.54,4.08,1,High Heat Stress Risk,36.53
28.83,29.97,35.78,26.6,27.73,35.07,9.49,6.95,-3.37,0,Optimal Thermal Comfort,33.12
27.85,59.61,34.11,74.24,29.19,49.39,19.25,6.26,14.63,0,Optimal Thermal Comfort,32.8
24.0,92.16,25.04,90.3,24.86,25.96,22.64,1.04,-1.86,1,High Heat Stress Risk,25.97
28.79,71.81,33.8,77.04,32.59,49.73,23.18,5.01,5.23,1,High Heat Stress Risk,34.0
34.15,61.76,33.8,68.33,43.36,45.3,25.74,-0.35,6.57,1,High Heat Stress Risk,39.49
32.11,58.71,36.42,66.69,36.94,53.62,22.99,4.31,7.98,1,High Heat Stress Risk,37.54
33.05,62.28,41.62,75.95,40.49,87.31,24.85,8.57,13.67,1,High Heat Stress Risk,38.8
25.06,68.84,27.08,72.21,25.42,29.19,18.93,2.02,3.37,0,Optimal Thermal Comfort,27.58
23.24,47.24,25.52,53.69,22.85,25.53,11.37,2.28,6.45,0,Optimal Thermal Comfort,27.35
26.52,75.93,32.48,84.32,28.44,48.21,21.92,5.96,8.39,1,High Heat Stress Risk,32.48
27.21,70.94,27.86,80.56,29.3,31.83,21.47,0.65,9.62,0,Optimal Thermal Comfort,30.95
31.16,70.98,33.9,80.21,38.34,51.91,25.26,2.74,9.23,1,High Heat Stress Risk,36.58
20.57,67.48,26.14,79.25,20.44,27.9,14.33,5.57,11.77,0,Optimal Thermal Comfort,23.31
32.81,62.25,35.55,77.07,39.84,57.01,24.62,2.74,14.82,1,High Heat Stress Risk,38.49
26.4,70.41,30.06,81.86,27.91,38.39,20.57,3.66,11.45,0,Optimal Thermal Comfort,30.61
25.38,69.4,31.29,81.3,25.79,42.35,19.36,5.91,11.9,0,Optimal Thermal Comfort,29.5
23.15,57.57,28.32,54.21,23.02,29.26,14.31,5.17,-3.36,0,Optimal Thermal Comfort,26.83
20.71,54.83,25.53,63.71,20.27,25.8,11.29,4.82,8.88,0,Optimal Thermal Comfort,24.24
30.13,63.27,33.55,75.37,33.78,47.89,22.36,3.42,12.1,1,High Heat Stress Risk,35.45
27.28,81.36,32.33,95.33,30.52,53.29,23.8,5.05,13.97,1,High Heat Stress Risk,31.15
22.1,46.51,26.01,49.82,21.58,25.97,10.1,3.91,3.31,0,Optimal Thermal Comfort,25.7
22.08,43.66,27.33,47.21,21.48,27.55,9.13,5.25,3.55,0,Optimal Thermal Comfort,26.15
25.72,64.06,28.78,68.25,26.02,31.95,18.4,3.06,4.19,0,Optimal Thermal Comfort,29.21
33.34,62.64,37.12,75.16,41.43,62.69,25.22,3.78,12.52,1,High Heat Stress Risk,40.26
26.01,64.17,27.94,80.42,26.34,32.01,18.7,1.93,16.25,0,Optimal Thermal Comfort,29.56
21.29,65.05,25.41,70.49,21.17,25.85,14.45,4.12,5.44,0,Optimal Thermal Comfort,24.6
26.07,59.21,28.4,74.52,26.28,32.18,17.48,2.33,15.31,0,Optimal Thermal Comfort,29.6
25.96,80.62,27.6,90.05,27.61,32.51,22.36,1.64,9.43,1,High Heat Stress Risk,31.45
16.75,41.99,21.55,49.56,15.58,21.05,3.76,4.8,7.57,0,Optimal Thermal Comfort,20.4
26.79,51.64,31.48,58.56,27.32,35.5,15.99,4.69,6.92,0,Optimal Thermal Comfort,30.81
26.12,60.71,32.12,74.81,26.37,42.63,17.92,6.0,14.1,0,Optimal Thermal Comfort,31.77
29.65,41.46,32.85,52.4,29.45,36.68,15.15,3.2,10.94,1,High Heat Stress Risk,34.73
34.03,59.8,39.16,85.37,42.18,83.46,25.09,5.13,25.57,1,High Heat Stress Risk,40.1
31.28,82.77,36.75,84.88,42.88,68.96,27.99,5.47,2.11,1,High Heat Stress Risk,36.53
25.98,62.26,31.2,74.65,26.26,39.66,18.19,5.22,12.39,0,Optimal Thermal Comfort,30.1
22.8,64.88,25.1,69.41,22.83,25.48,15.84,2.3,4.53,0,Optimal Thermal Comfort,26.82
36.78,46.25,41.32,48.23,43.39,57.8,23.32,4.54,1.98,1,High Heat Stress Risk,42.57
27.23,54.3,32.26,62.71,27.94,38.57,17.19,5.03,8.41,0,Optimal Thermal Comfort,33.43
27.05,57.31,31.27,66.84,27.95,37.35,17.87,4.22,9.53,0,Optimal Thermal Comfort,30.79
26.91,58.03,26.31,88.41,27.84,28.75,17.94,-0.6,30.38,0,Optimal Thermal Comfort,32.01
27.75,78.02,32.32,85.14,31.21,47.95,23.56,4.57,7.12,1,High Heat Stress Risk,32.51
26.45,68.97,35.74,68.99,27.91,52.5,20.28,9.29,0.02,0,Optimal Thermal Comfort,32.04
24.82,48.11,28.19,58.65,24.61,29.58,13.09,3.37,10.54,0,Optimal Thermal Comfort,29.67
24.92,65.08,27.45,58.02,25.17,28.5,17.9,2.53,-7.06,0,Optimal Thermal Comfort,28.56
26.88,68.23,31.93,76.04,28.52,42.49,20.52,5.05,7.81,0,Optimal Thermal Comfort,32.32
24.93,76.25,29.85,84.87,25.47,38.59,20.45,4.92,8.62,1,High Heat Stress Risk,27.38
24.29,81.76,31.23,96.22,24.91,48.38,20.97,6.94,14.46,1,High Heat Stress Risk,28.43
27.4,49.31,28.71,65.11,27.76,31.31,15.82,1.31,15.8,0,Optimal Thermal Comfort,31.01
26.03,51.86,31.91,56.59,26.04,35.89,15.35,5.88,4.73,0,Optimal Thermal Comfort,29.88
32.72,46.28,38.27,53.65,34.76,51.64,19.66,5.55,7.37,1,High Heat Stress Risk,38.3
16.93,59.07,20.8,61.83,16.22,20.55,8.88,3.87,2.76,0,Optimal Thermal Comfort,20.34
31.15,67.83,36.13,67.87,37.34,53.28,24.48,4.98,0.04,1,High Heat Stress Risk,37.1
31.74,74.34,38.3,85.17,41.22,78.03,26.6,6.56,10.83,1,High Heat Stress Risk,37.67
19.12,61.05,25.33,60.0,18.68,25.49,11.43,6.21,-1.05,0,Optimal Thermal Comfort,22.42
25.7,58.0,27.27,63.39,25.84,28.72,16.8,1.57,5.39,0,Optimal Thermal Comfort,30.07
25.59,63.9,31.67,64.93,25.87,37.79,18.24,6.08,1.03,0,Optimal Thermal Comfort,30.43
21.65,51.56,25.7,64.18,21.22,26.0,11.23,4.05,12.62,0,Optimal Thermal Comfort,26.21
24.04,88.12,28.41,99.0,24.8,37.03,21.95,4.37,10.88,1,High Heat Stress Risk,28.88
22.78,41.9,27.15,40.64,22.21,27.01,9.15,4.37,-1.26,0,Optimal Thermal Comfort,26.88
33.66,64.31,37.51,58.91,43.04,52.5,25.97,3.85,-5.4,1,High Heat Stress Risk,38.61
30.56,87.3,37.5,94.86,41.91,83.11,28.2,6.94,7.56,1,High Heat Stress Risk,35.7
31.83,62.08,35.84,70.7,37.3,53.97,23.65,4.01,8.62,1,High Heat Stress Risk,36.79
29.74,59.62,31.37,69.76,32.27,38.53,21.02,1.63,10.14,1,High Heat Stress Risk,34.21
22.71,57.53,26.0,62.68,22.54,26.29,13.89,3.29,5.15,0,Optimal Thermal Comfort,26.81
25.01,59.75,29.62,66.74,25.13,33.43,16.63,4.61,6.99,0,Optimal Thermal Comfort,29.99
28.86,79.16,35.89,90.42,34.18,68.94,24.88,7.03,11.26,1,High Heat Stress Risk,34.21
22.36,34.35,27.94,50.65,21.55,28.44,5.87,5.58,16.3,0,Optimal Thermal Comfort,26.56
29.71,81.17,31.95,75.01,37.1,42.15,26.12,2.24,-6.16,1,High Heat Stress Risk,34.61
26.09,44.2,36.0,49.93,25.91,43.11,12.94,9.91,5.73,0,Optimal Thermal Comfort,31.1
25.58,58.67,30.38,68.77,25.73,35.66,16.87,4.8,10.1,0,Optimal Thermal Comfort,29.44
29.7,56.63,36.84,58.25,31.67,49.85,20.15,7.14,1.62,1,High Heat Stress Risk,33.91
28.69,69.36,32.54,90.84,31.95,51.84,22.51,3.85,21.48,1,High Heat Stress Risk,33.05
25.63,42.02,31.06,45.76,25.35,31.92,11.76,5.43,3.74,0,Optimal Thermal Comfort,30.64
31.41,67.78,37.54,75.97,38.01,65.35,24.72,6.13,8.19,1,High Heat Stress Risk,36.51
22.89,87.3,29.89,99.0,23.51,43.33,20.66,7.0,11.7,1,High Heat Stress Risk,27.2
29.34,44.96,35.97,49.03,29.49,42.63,16.14,6.63,4.07,1,High Heat Stress Risk,35.09
29.25,64.37,35.46,59.02,32.22,45.95,21.82,6.21,-5.35,1,High Heat Stress Risk,34.96
25.82,53.73,29.3,59.01,25.86,31.39,15.71,3.48,5.28,0,Optimal Thermal Comfort,29.41
28.24,67.32,31.12,83.54,30.76,42.6,21.59,2.88,16.22,1,High Heat Stress Risk,33.66
22.25,62.24,27.21,68.21,22.16,29.05,14.67,4.96,5.97,0,Optimal Thermal Comfort,27.18
30.51,53.98,36.86,56.13,32.57,48.68,20.12,6.35,2.15,1,High Heat Stress Risk,35.19
26.3,68.1,29.99,83.54,27.64,38.67,19.93,3.69,15.44,0,Optimal Thermal Comfort,30.18
25.01,84.55,31.66,90.57,25.77,47.73,22.22,6.65,6.02,1,High Heat Stress Risk,30.65
30.99,59.61,38.53,64.29,34.73,60.19,22.19,7.54,4.68,1,High Heat Stress Risk,36.66
24.32,71.0,26.42,80.62,24.66,28.54,18.71,2.1,9.62,0,Optimal Thermal Comfort,26.62
21.65,45.83,23.92,60.11,21.07,23.94,9.47,2.27,14.28,0,Optimal Thermal Comfort,24.19
21.08,50.04,24.96,76.41,20.55,25.51,10.26,3.88,26.37,0,Optimal Thermal Comfort,24.64
29.3,67.91,34.21,82.61,32.98,54.69,22.74,4.91,14.7,1,High Heat Stress Risk,33.56
22.13,80.55,25.13,97.75,22.5,26.25,18.62,3.0,17.2,1,High Heat Stress Risk,25.59
33.67,66.45,40.98,71.15,44.01,78.11,26.53,7.31,4.7,1,High Heat Stress Risk,39.84
19.09,58.09,24.26,58.89,18.57,24.28,10.65,5.17,0.8,0,Optimal Thermal Comfort,23.83
33.45,61.99,37.74,70.96,41.47,62.14,25.15,4.29,8.97,1,High Heat Stress Risk,38.89
27.8,46.37,28.7,55.67,27.94,29.96,15.23,0.9,9.3,0,Optimal Thermal Comfort,32.91
26.63,69.56,27.81,69.97,28.22,30.3,20.59,1.18,0.41,0,Optimal Thermal Comfort,31.87
24.93,73.03,29.78,80.21,25.39,37.06,19.75,4.85,7.18,0,Optimal Thermal Comfort,30.47
28.52,56.35,27.81,67.84,29.78,30.04,18.97,-0.71,11.49,0,Optimal Thermal Comfort,32.91
26.86,56.12,33.39,67.33,27.65,43.53,17.36,6.53,11.21,0,Optimal Thermal Comfort,30.4
31.19,65.32,35.03,77.61,36.71,55.11,23.89,3.84,12.29,1,High Heat Stress Risk,36.79
27.43,56.54,39.09,67.22,28.35,65.02,18.01,11.66,10.68,0,Optimal Thermal Comfort,34.08
27.57,61.17,37.08,65.87,28.95,55.59,19.4,9.51,4.7,0,Optimal Thermal Comfort,33.07
25.62,88.25,29.4,92.89,26.54,39.32,23.53,3.78,4.64,1,High Heat Stress Risk,31.34
26.78,58.91,30.74,58.42,27.74,33.94,18.06,3.96,-0.49,0,Optimal Thermal Comfort,32.04
28.17,57.52,34.66,79.41,29.42,54.66,18.98,6.49,21.89,0,Optimal Thermal Comfort,33.8
20.5,53.91,28.62,62.51,20.01,30.76,10.84,8.12,8.6,0,Optimal Thermal Comfort,25.61
21.88,71.3,22.31,78.12,21.99,22.64,16.44,0.43,6.82,0,Optimal Thermal Comfort,25.48
29.82,59.73,29.92,61.27,32.44,32.93,21.13,0.1,1.54,1,High Heat Stress Risk,32.44
27.65,53.88,30.42,84.4,28.39,40.4,17.45,2.77,30.52,0,Optimal Thermal Comfort,31.84
26.3,78.52,31.84,78.97,28.18,43.37,22.26,5.54,0.45,1,High Heat Stress Risk,31.97
27.07,79.75,32.41,85.03,29.87,48.27,23.26,5.34,5.28,1,High Heat Stress Risk,31.33
28.32,54.49,34.98,66.11,29.29,48.11,18.25,6.66,11.62,0,Optimal Thermal Comfort,33.4
24.95,38.67,26.39,51.67,24.51,26.43,9.9,1.44,13.0,0,Optimal Thermal Comfort,28.12
24.04,74.59,22.92,90.28,24.45,23.62,19.24,-1.12,15.69,0,Optimal Thermal Comfort,28.82
27.74,53.44,33.92,75.5,28.46,49.36,17.4,6.18,22.06,0,Optimal Thermal Comfort,34.09
23.28,71.88,25.58,84.18,23.54,26.39,17.91,2.3,12.3,0,Optimal Thermal Comfort,26.45
28.55,37.37,28.11,37.95,27.97,27.62,12.57,-0.44,0.58,0,Optimal Thermal Comfort,32.88
20.53,73.16,25.06,79.73,20.55,25.7,15.55,4.53,6.57,0,Optimal Thermal Comfort,23.78
30.91,46.86,36.94,57.67,31.89,49.83,18.22,6.03,10.81,1,High Heat Stress Risk,36.91
28.8,71.13,32.72,95.15,32.49,55.16,23.03,3.92,24.02,1,High Heat Stress Risk,34.09
27.97,62.18,31.12,60.19,29.65,35.15,20.04,3.15,-1.99,0,Optimal Thermal Comfort,33.25
30.73,50.08,34.57,67.6,32.19,47.5,19.12,3.84,17.52,1,High Heat Stress Risk,36.16
33.33,56.91,36.68,66.76,39.24,54.65,23.6,3.35,9.85,1,High Heat Stress Risk,41.03
30.85,70.58,31.95,85.36,37.37,46.55,24.87,1.1,14.78,1,High Heat Stress Risk,34.87
20.0,63.32,22.56,71.06,19.71,22.73,12.81,2.56,7.74,0,Optimal Thermal Comfort,22.1
22.14,69.31,27.54,71.49,22.22,29.97,16.25,5.4,2.18,0,Optimal Thermal Comfort,25.98
24.63,86.71,29.57,99.0,25.41,41.9,22.26,4.94,12.29,1,High Heat Stress Risk,27.89
27.1,42.45,31.69,55.86,27.07,35.23,13.23,4.59,13.41,0,Optimal Thermal Comfort,30.73
28.97,82.22,30.88,98.01,35.14,47.53,25.62,1.91,15.79,1,High Heat Stress Risk,32.85
24.24,63.3,28.02,71.7,24.37,30.94,16.81,3.78,8.4,0,Optimal Thermal Comfort,27.75
27.71,50.77,26.9,54.77,28.19,27.61,16.57,-0.81,4.0,0,Optimal Thermal Comfort,31.03
24.13,45.37,28.74,42.18,23.78,28.54,11.57,4.61,-3.19,0,Optimal Thermal Comfort,28.83
24.68,59.64,32.16,74.28,24.76,42.55,16.29,7.48,14.64,0,Optimal Thermal Comfort,29.12
21.65,73.52,22.46,85.2,21.79,22.99,16.71,0.81,11.68,0,Optimal Thermal Comfort,24.88
23.49,60.41,26.34,61.66,23.47,26.64,15.37,2.85,1.25,0,Optimal Thermal Comfort,28.11
21.86,80.89,26.82,85.35,22.21,29.81,18.43,4.96,4.46,1,High Heat Stress Risk,25.31
23.29,43.86,30.37,48.86,22.82,31.42,10.3,7.08,5.0,0,Optimal Thermal Comfort,27.65
31.0,61.85,34.17,59.23,35.32,42.32,22.81,3.17,-2.62,1,High Heat Stress Risk,36.4
23.39,46.35,26.0,48.71,22.99,25.93,11.22,2.61,2.36,0,Optimal Thermal Comfort,25.83
37.0,66.55,36.67,66.54,55.75,54.47,29.71,-0.33,-0.01,1,High Heat Stress Risk,40.71
28.87,73.09,33.31,78.49,33.01,48.58,23.55,4.44,5.4,1,High Heat Stress Risk,34.13
27.7,56.74,36.6,59.7,28.7,49.92,18.32,8.9,2.96,0,Optimal Thermal Comfort,33.56
23.74,29.45,28.58,25.74,22.94,27.34,4.86,4.84,-3.71,0,Optimal Thermal Comfort,29.58
29.66,64.49,33.81,88.16,33.06,56.31,22.23,4.15,23.67,1,High Heat Stress Risk,34.85
24.81,67.46,29.75,85.35,25.11,38.39,18.36,4.94,17.89,0,Optimal Thermal Comfort,29.89
27.46,67.05,31.64,69.71,29.35,39.27,20.79,4.18,2.66,0,Optimal Thermal Comfort,32.06
36.73,77.45,39.06,87.99,62.68,85.79,32.12,2.33,10.54,1,High Heat Stress Risk,42.81
26.63,48.61,32.73,60.24,26.62,38.92,14.9,6.1,11.63,0,Optimal Thermal Comfort,32.79
31.37,70.5,36.09,87.94,38.77,67.96,25.34,4.72,17.44,1,High Heat Stress Risk,35.19
